society,price,price_persqft,bedRoom,bathroom,balcony,floorNum,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
surendra homes dayanand colony,0.75,15625.0,4.0,4.0,2,1.0,Moderately Old,sector 6,house,484.2,0,0,0,0,0,2,0
indepedent,1.25,8605.0,2.0,3.0,0,1.0,Moderately Old,sector 4,house,1452.6,0,0,0,0,0,2,0
indepedent,4.25,17955.0,4.0,3.0,2,1.0,Moderately Old,sector 10a,house,1800.0,0,0,0,0,0,2,0
indepedent,0.37,7916.0,1.0,1.0,1,1.0,Relatively New,sector 3,house,484.2,0,0,0,0,0,2,0
dlf the grove,5.7,23544.0,4.0,4.0,0,1.0,Moderately Old,sector 54,house,2421.0,0,0,0,0,0,2,46
indepedent,2.1,3872.0,3.0,2.0,1,3.0,New Property,sector 70a,house,600.0,0,0,0,0,0,2,0
indepedent,1.1,10000.0,5.0,4.0,2,1.0,Relatively New,sector 3 phase 2,house,900.0,0,0,0,0,0,2,0
indepedent,1.2,22297.0,4.0,4.0,3+,4.0,Old Property,sohna road,house,538.0,0,0,0,0,0,2,8
indepedent,4.5,14081.0,4.0,4.0,0,4.0,Relatively New,sector 28,house,3195.72,0,0,0,0,0,2,0
indepedent,0.8,8889.0,4.0,4.0,0,2.0,Old Property,om nagar,house,904.0,0,0,0,0,0,2,0
indepedent,1.1,8094.0,2.0,2.0,1,2.0,Old Property,sector 9,house,1359.0,0,0,0,0,1,2,0
indepedent,3.0,11111.0,4.0,4.0,0,1.0,Old Property,sector 17,house,2700.0,0,0,0,0,0,2,0
vipul tatvam villa,8.5,26235.0,4.0,6.0,3,3.0,Old Property,sector 48,house,3240.0,0,1,0,1,1,2,49
"anand garden, sector-105",1.1,6790.0,5.0,3.0,1,2.0,Old Property,anand garden,house,1625.0,1,0,0,1,0,2,0
indepedent,0.82,10224.0,4.0,4.0,0,2.0,Moderately Old,sector 8,house,802.0,0,0,0,0,0,2,0
indepedent,0.35,3500.0,1.0,4.0,1,1.0,Moderately Old,faridabad road,house,1001.0,0,0,0,0,0,2,0
indepedent,1.15,3285.0,3.0,2.0,1,1.0,Moderately Old,sector 105,house,3500.0,0,0,0,0,0,2,0
ansal api esencia,1.85,8306.0,3.0,3.0,3,1.0,Moderately Old,sector 67,house,250.0,0,0,0,0,0,2,49
anant raj estates,8.5,27139.0,6.0,6.0,3+,3.0,Under Construction,sector 63a,house,3132.0,0,0,1,1,0,2,29
indepedent,0.9,10000.0,4.0,5.0,3,3.0,New Property,tekchand nagar,house,170.0,0,0,0,0,1,2,14
indepedent,0.5,5555.0,2.0,1.0,2,1.0,Old Property,sector 3,house,904.0,0,0,1,0,0,2,16
indepedent,5.75,23662.0,4.0,4.0,2,4.0,Moderately Old,sector 43,house,220.0,0,1,1,0,0,1,153
indepedent,4.65,17574.0,5.0,5.0,3+,1.0,Moderately Old,sector 53,house,2648.0,0,0,0,0,0,0,0
indepedent,7.2,13333.0,4.0,4.0,3+,4.0,Old Property,sector 2,house,4682.0,1,1,0,0,0,1,15
indepedent,0.6,10753.0,3.0,3.0,1,2.0,Relatively New,sector 9,house,560.0,0,0,0,0,0,2,0
indepedent,4.5,9091.0,4.0,5.0,2,2.0,Old Property,sector 13,house,4951.0,0,0,0,0,0,2,0
jacobpura gurugram,1.3,23557.0,5.0,2.0,1,3.0,Old Property,sector 12,house,506.0,0,0,0,0,1,2,0
indepedent,3.2,6609.0,14.0,14.0,3+,6.0,Relatively New,sector 24,house,4860.0,0,0,0,0,0,1,15
hero homes,1.95,21195.0,3.0,5.0,3+,2.0,Moderately Old,sector 104,house,915.0,0,0,0,0,0,2,64
international city by sobha phase 1,6.1,25082.0,5.0,6.0,3+,2.0,Moderately Old,sector 109,house,2432.0,0,1,0,0,0,2,30
indepedent,2.0,14954.0,3.0,1.0,0,3.0,Moderately Old,sector 1,house,1335.0,0,0,0,0,0,2,16
housing board colony,2.1,23333.0,8.0,8.0,3+,4.0,Moderately Old,sector 28,house,2500.0,0,0,0,0,1,0,38
smart world gems,1.25,8784.0,3.0,3.0,2,1.0,New Property,sector 89,house,1420.32,1,0,0,0,1,2,45
indepedent,0.65,6500.0,6.0,2.0,3,1.0,Old Property,sector 12,house,1000.0,0,0,0,0,0,2,0
unitech espace,11.5,35507.0,5.0,6.0,0,1.0,Moderately Old,sector 50,house,3238.76,0,0,0,0,0,2,0
indepedent,0.9,11464.0,5.0,4.0,3,3.0,Moderately Old,sector 13,house,786.0,1,1,0,1,1,2,0
not applicable,0.75,11718.0,5.0,4.0,3,2.0,Moderately Old,sector 4,house,635.0,0,0,0,0,0,2,0
indepedent,1.3,11555.0,3.0,3.0,1,2.0,Moderately Old,sector 105,house,1130.0,0,0,0,0,0,2,16
shree krishna homes,0.48,7081.0,2.0,2.0,1,1.0,New Property,sector 104,house,720.0,1,0,0,1,1,2,44
indepedent,0.68,3874.0,5.0,3.0,0,1.0,Old Property,sector 3,house,1753.88,0,0,0,0,0,2,0
bhim garh kheri,1.5,7576.0,7.0,2.0,0,1.0,Old Property,sector 3,house,1980.0,0,0,0,0,0,2,0
indepedent,1.3,11556.0,3.0,3.0,1,1.0,Moderately Old,sector 105,house,1129.8,0,0,0,0,0,2,0
indepedent,0.6,10753.0,2.0,2.0,1,1.0,Moderately Old,sector 9,house,560.0,0,0,0,0,0,2,8
sector 14 rwa,6.5,20635.0,4.0,4.0,3+,2.0,Moderately Old,sector 14,house,3154.0,0,0,0,0,0,2,0
indepedent,0.49,10378.0,2.0,1.0,0,1.0,Old Property,shivji park colony,house,527.0,0,0,0,0,0,2,7
indepedent,1.07,11888.0,2.0,2.0,1,1.0,Old Property,sector 15,house,904.0,0,1,0,0,0,2,7
indepedent,2.1,17284.0,6.0,6.0,3+,3.0,Relatively New,sector 11,house,1216.0,0,0,0,0,0,2,14
indepedent,4.6,32387.0,2.0,2.0,2,2.0,Moderately Old,sector 31,house,1069.0,0,0,0,0,0,2,0
indepedent,1.0,11111.0,3.0,4.0,2,2.0,Relatively New,sector 3 phase 2,house,904.0,0,0,0,0,0,2,0
indepedent,1.1,12222.0,6.0,4.0,1,1.0,Moderately Old,sector 105,house,900.0,0,0,0,0,0,2,0
tulip yellow,2.95,16389.0,4.0,3.0,2,3.0,New Property,sector 69,house,1797.0,0,0,0,1,1,1,111
huda housing board colony,4.6,31421.0,6.0,4.0,3+,3.0,Old Property,sector 31,house,1464.0,0,0,0,0,1,2,8
indepedent,0.35,9722.0,2.0,2.0,1,2.0,Old Property,sector 9,house,355.0,0,0,0,0,0,2,0
indepedent,10.0,25816.0,8.0,10.0,3+,1.0,Old Property,sector 24,house,435.0,0,0,0,0,0,2,0
ansal celebrity homes,5.2,10000.0,4.0,5.0,2,1.0,Moderately Old,sector 2,house,4000.0,0,0,0,0,0,2,0
indepedent,0.4,8889.0,1.0,1.0,0,1.0,Moderately Old,sector 4,house,452.0,0,0,0,0,0,2,0
shri shyam residency,0.62,12400.0,3.0,3.0,1,2.0,Moderately Old,sector 104,house,480.0,0,0,0,0,1,1,8
indepedent,0.5,9259.0,5.0,3.0,2,3.0,Old Property,sector 4,house,538.0,0,0,0,0,0,2,0
indepedent,0.92,15257.0,4.0,4.0,3,4.0,Moderately Old,sector 4,house,603.0,0,0,0,0,1,2,0
indepedent,3.5,24095.0,6.0,6.0,3+,3.0,Old Property,sector 17,house,1452.6,0,0,0,0,0,2,0
not applicable,0.8,5887.0,5.0,4.0,3,3.0,Under Construction,sector 4,house,1359.0,0,0,0,0,0,2,0
indepedent,1.5,14245.0,2.0,3.0,2,1.0,New Property,sohna road,house,1055.0,1,0,0,1,0,0,69
indepedent,2.25,6367.0,3.0,5.0,3+,10.0,Relatively New,sector 103,house,2000.0,0,0,0,0,0,2,0
indepedent,13.5,37334.0,5.0,6.0,3+,4.0,Old Property,sector 25,house,3616.0,0,0,0,0,1,0,79
mian wali,1.7,9444.0,1.0,1.0,1,1.0,Old Property,sector 12,house,1797.0,0,1,0,0,0,2,7
indepedent,0.45,5000.0,3.0,2.0,1,2.0,Old Property,sector 7,house,904.0,0,0,0,0,1,2,12
indepedent,1.2,10122.0,6.0,2.0,1,2.0,Old Property,sector 105,house,1184.0,0,0,0,0,0,2,9
indepedent,1.8,10000.0,4.0,3.0,1,1.0,Old Property,sector 15,house,1797.0,0,0,0,0,0,2,16
indepedent,1.5,8642.0,5.0,3.0,2,2.0,New Property,sector 67,house,180.0,0,0,0,0,0,2,0
palam vihar extension west zone rwa,0.35,6481.0,2.0,2.0,0,1.0,New Property,sector 2,house,540.0,0,0,0,0,0,2,0
indepedent,0.55,6707.0,2.0,2.0,1,2.0,Moderately Old,sector 3,house,715.0,0,0,0,0,0,2,0
huda plot sector 38,4.3,29602.0,13.0,13.0,3+,5.0,Relatively New,sector 38,house,1305.0,0,0,0,0,0,1,7
not applicable,0.4,9259.0,1.0,1.0,1,1.0,Moderately Old,sector 4,house,431.0,0,0,0,0,0,2,0
indepedent,3.0,11904.0,4.0,4.0,0,3.0,Moderately Old,sector 67,house,2520.0,0,0,0,0,0,2,0
row house,0.43,9135.0,3.0,3.0,3,2.0,Relatively New,sector 105,house,462.68,0,0,0,0,0,2,0
indepedent,0.32,7111.0,2.0,3.0,1,1.0,Relatively New,sector 8,house,300.0,0,0,0,0,0,2,0
indepedent,0.47,8012.0,2.0,1.0,1,1.0,Moderately Old,sector 4,house,624.0,0,0,1,0,0,2,0
ardee city,5.5,20303.0,9.0,9.0,3+,3.0,Moderately Old,sector 52,house,2709.0,0,1,0,1,1,0,26
madan puri,0.75,12500.0,3.0,5.0,3,3.0,Moderately Old,sector 7,house,603.0,0,0,0,0,0,2,0
indepedent,0.71,10142.0,4.0,2.0,1,2.0,New Property,sector 104,house,700.0,0,0,0,0,0,2,0
indepedent,0.38,8444.0,2.0,2.0,1,1.0,Moderately Old,sector 11,house,452.0,0,0,0,0,0,2,0
indiabulls centrum park,3.25,8125.0,4.0,3.0,3+,20.0,Relatively New,sector 103,house,4004.0,0,0,0,0,0,2,51
huda flats,2.3,17037.0,5.0,3.0,3+,3.0,Old Property,sector 7,house,1345.0,1,1,0,1,0,2,27
indepedent,1.5,11538.0,10.0,7.0,3,4.0,Moderately Old,sector 13,house,1302.0,0,0,0,0,0,2,0
rattan garden,1.1,8730.0,9.0,3.0,3,3.0,Old Property,rattan garden,house,1259.0,0,0,0,0,0,2,7
indepedent,1.35,12222.0,5.0,5.0,1,3.0,Old Property,sector 12,house,1345.0,0,0,0,0,0,2,31
krishna palace,1.3,14444.0,6.0,4.0,2,3.0,Moderately Old,sadar bazar,house,904.0,1,0,0,0,1,2,12
indepedent,1.25,11574.0,5.0,5.0,1,2.0,New Property,sector 6,house,1076.0,0,0,0,1,0,2,0
dlf city plots phase 3,1.44,2974.0,4.0,2.0,2,1.0,Old Property,sector 24,house,4842.0,0,0,0,0,0,2,8
naman residency,0.5,11111.0,2.0,2.0,2,2.0,New Property,sector 4,house,452.0,1,1,0,1,1,2,14
indepedent,1.0,8230.0,9.0,7.0,3+,3.0,Moderately Old,sector 2,house,1216.0,0,0,0,1,0,2,0
indepedent,5.5,13095.0,9.0,9.0,3+,3.0,Moderately Old,sector 23,house,4198.0,0,1,0,0,1,0,0
housing board colony,5.5,30607.0,4.0,3.0,3,2.0,Old Property,sector 28,house,1797.0,0,0,0,1,1,0,22
indepedent,0.8,11852.0,5.0,3.0,1,2.0,Moderately Old,sector 4,house,678.0,0,0,0,0,0,2,0
indepedent,0.9,10000.0,7.0,4.0,3+,4.0,Moderately Old,sector 11,house,904.0,0,0,0,0,0,2,7
indepedent,4.3,29372.0,6.0,4.0,2,2.0,Moderately Old,sector 47,house,1464.0,0,0,0,0,1,2,0
sai kripa floors 5,0.9,11250.0,5.0,5.0,3,3.0,Relatively New,sector 11,house,796.0,0,0,0,0,0,2,0
indepedent,3.25,30488.0,4.0,4.0,3,3.0,Old Property,sector 24,house,1066.0,0,0,0,0,0,2,15
indepedent,0.38,8444.0,1.0,1.0,1,1.0,Moderately Old,"sector 4,",house,452.0,0,0,0,0,0,2,0
indepedent,3.71,19818.0,3.0,3.0,1,4.0,Moderately Old,sector 12,house,1873.0,0,0,0,1,0,2,0
indepedent,0.4,7619.0,2.0,2.0,1,1.0,Relatively New,sector 2,house,525.0,0,0,0,0,0,2,0
indepedent,0.55,11359.0,4.0,4.0,0,2.0,Moderately Old,sector 105,house,484.2,0,0,0,0,0,2,0
rattan garden,1.3,13499.0,5.0,3.0,2,3.0,Old Property,sector 7,house,957.64,0,0,0,0,0,2,0
signature global city 92,0.75,7820.0,2.0,2.0,3,1.0,Relatively New,sector 92,house,957.64,0,0,0,0,0,2,46
indepedent,0.3,5555.0,1.0,1.0,2,1.0,New Property,sector 5,house,538.0,0,0,0,0,0,2,0
indepedent,0.18,4000.0,2.0,1.0,1,1.0,Relatively New,damdama,house,452.0,0,0,0,0,0,2,0
indepedent,1.55,14720.0,2.0,3.0,2,1.0,New Property,sohna road,house,1055.0,1,0,0,1,0,0,49
indepedent,0.32,5664.0,5.0,1.0,0,1.0,Old Property,sector 17,house,559.52,0,0,0,0,0,2,0
indepedent,4.0,19753.0,5.0,4.0,1,2.0,Moderately Old,sector 11,house,180.0,0,0,0,0,0,2,0
indepedent,0.38,7848.0,2.0,2.0,2,1.0,Moderately Old,sector 105,house,50.0,0,0,0,0,0,2,0
unitech escape,12.0,37051.0,5.0,6.0,3+,3.0,Moderately Old,sector 50,house,360.0,0,0,0,0,0,2,66
indepedent,0.45,9000.0,1.0,1.0,1,3.0,Moderately Old,sector 8,house,500.0,0,0,0,0,0,2,0
indepedent,1.2,4444.0,7.0,3.0,0,3.0,Moderately Old,sector 11,house,2700.76,0,0,0,0,0,2,0
bhim nagar society,0.4,2500.0,4.0,2.0,2,1.0,Moderately Old,sector 6,house,800.0,0,0,0,0,0,2,0
indepedent,1.0,6667.0,1.0,1.0,0,1.0,Moderately Old,sector 3 extension,house,1495.64,0,0,0,0,0,2,0
indepedent,1.15,12777.0,2.0,2.0,3,4.0,Old Property,sector 7,house,900.0,0,0,0,0,0,2,0
indepedent,0.7,6648.0,3.0,3.0,0,1.0,Moderately Old,sector 4,house,1054.48,0,0,0,0,0,2,0
shivaji nagar residential,3.08,11407.0,6.0,4.0,2,1.0,Moderately Old,sector 11,house,2700.76,0,0,0,0,0,2,0
indepedent,2.95,20233.0,2.0,2.0,0,1.0,Moderately Old,sector 56,house,1452.6,0,0,0,0,0,2,0
indepedent,3.0,11494.0,7.0,7.0,0,3.0,Old Property,sector 7,house,2603.92,0,0,0,0,0,2,0
raj villas,8.0,25550.0,6.0,5.0,3+,4.0,Moderately Old,sector 52,house,348.0,0,0,0,0,0,2,0
indepedent,2.75,12343.0,6.0,6.0,2,2.0,Old Property,sector 12,house,2227.32,0,0,0,0,0,2,0
indepedent,2.25,16892.0,5.0,3.0,0,2.0,Old Property,sector 7,house,1334.24,0,0,0,0,0,2,0
indepedent,1.45,8000.0,3.0,2.0,1,1.0,Relatively New,sector 28,house,900.0,0,0,0,0,0,2,0
indepedent,3.5,17500.0,3.0,3.0,1,2.0,New Property,lajpat nagar,house,2195.04,0,0,0,0,0,2,0
indepedent,0.82,3904.0,3.0,2.0,1,1.0,Moderately Old,sohna road  road,house,2100.0,0,0,0,0,0,2,0
sobha city,10.5,14323.0,5.0,4.0,3+,1.0,Relatively New,sector 108,house,7327.56,0,0,0,0,0,2,59
indepedent,0.38,4222.0,3.0,3.0,3,3.0,Relatively New,sector 12,house,904.0,0,0,0,0,0,2,0
unitech uniworld resorts,10.0,20239.0,5.0,6.0,3,4.0,New Property,sector 33,house,4941.0,1,1,0,0,0,2,26
indepedent,4.6,26544.0,7.0,6.0,3+,4.0,Moderately Old,sector 47,house,1733.0,0,0,0,0,0,1,51
indepedent,0.5,5555.0,2.0,1.0,2,1.0,Moderately Old,sohna road,house,904.0,0,0,0,0,0,2,0
jacob pura,0.35,9722.0,2.0,1.0,0,2.0,Old Property,sector 12,house,355.08,0,0,0,0,0,2,0
indepedent,0.95,9500.0,5.0,3.0,2,2.0,Relatively New,sector 37b,house,1001.0,0,0,0,1,0,2,0
indepedent,1.6,17937.0,1.0,1.0,2,2.0,Old Property,sector 39,house,893.0,0,0,0,0,0,2,40
indepedent,0.29,3254.0,2.0,1.0,0,0.0,Old Property,sector 17,house,893.0,0,0,0,0,0,2,0
"nirmal enclave, maruti kunj road",0.24,5333.0,2.0,2.0,0,2.0,Relatively New,sector 11,house,452.0,0,0,0,0,0,2,0
indepedent,5.6,31163.0,4.0,3.0,3+,3.0,Moderately Old,g block dlf city phase 1,house,1797.0,0,0,0,0,0,2,33
indepedent,0.55,4583.0,2.0,2.0,0,2.0,Moderately Old,manohar nagar,house,1200.0,0,0,0,0,0,2,0
ansals palam vihar,5.0,12500.0,6.0,4.0,0,3.0,Moderately Old,sector 2,house,4002.72,0,0,0,0,0,2,0
indepedent,1.8,21875.0,1.0,1.0,2,3.0,Relatively New,sector 39,house,720.0,0,0,0,0,0,2,0
ansal esencia sovereign floors,1.05,7075.0,3.0,3.0,3,3.0,Moderately Old,park view,house,1225.0,0,0,0,0,0,2,0
indepedent,1.8,8078.0,8.0,5.0,2,1.0,Moderately Old,sector 11,house,2228.0,0,0,0,0,0,2,0
indepedent,0.44,4251.0,3.0,2.0,1,1.0,Relatively New,sector 11,house,115.0,0,0,0,1,1,2,46
greenopolis,0.7,5397.0,2.0,2.0,2,14.0,New Property,sector 89,house,1301.96,0,0,0,0,0,2,0
indepedent,0.98,9074.0,9.0,4.0,3,1.0,Moderately Old,sector 2,house,120.0,0,0,0,0,0,2,0
vipul world,3.35,5583.0,6.0,5.0,3+,3.0,Moderately Old,sector 48,house,5993.32,0,0,0,0,0,2,53
indepedent,0.48,3519.0,3.0,4.0,0,3.0,Moderately Old,sector 4,house,1345.0,0,0,0,0,0,2,0
indepedent,1.2,11194.0,5.0,4.0,2,3.0,Old Property,sector 7,house,1076.0,0,0,0,0,0,2,0
spaze privy,3.09,6981.0,5.0,5.0,3+,14.0,Relatively New,sector 72,house,2922.0,0,1,0,0,0,0,33
satya the hermitage,3.15,6702.0,4.0,5.0,0,12.0,Relatively New,sector 103,house,4702.12,0,0,0,0,0,2,61
indepedent,1.7,9444.0,3.0,3.0,0,1.0,Old Property,sector 12,house,180.0,0,0,0,0,0,2,0
indepedent,4.75,10556.0,6.0,7.0,0,4.0,Moderately Old,sector 1,house,4497.68,0,0,0,0,0,2,0
indepedent,1.65,18333.0,2.0,3.0,0,3.0,Old Property,sector 9,house,903.84,0,0,0,0,0,2,0
sare crescent parc royal greens phase 1,0.85,4877.0,4.0,4.0,3,4.0,Relatively New,sector 92,house,1743.12,0,0,0,0,0,2,0
indepedent,2.0,7479.0,4.0,3.0,0,1.0,Moderately Old,sohna road  road,house,2668.48,0,0,0,0,0,2,0
indepedent,0.74,7400.0,3.0,3.0,0,2.0,Moderately Old,sector 105,house,1000.68,0,0,0,0,0,2,0
indepedent,1.85,16003.0,4.0,3.0,2,3.0,Moderately Old,sector 1,house,1156.0,0,0,0,0,0,2,0
indepedent,0.4,8000.0,2.0,1.0,0,1.0,Relatively New,sector 3 phase 2,house,300.0,0,0,0,0,0,2,0
indepedent,0.85,9444.0,5.0,3.0,3,1.0,Relatively New,sector 3 phase 2,house,900.0,0,0,0,0,0,2,0
indepedent,0.69,9103.0,1.0,1.0,1,2.0,Old Property,sector 7,house,500.0,0,0,0,0,0,2,0
anshul,0.85,7727.0,2.0,2.0,0,4.0,Moderately Old,sector 6,house,1100.0,0,0,0,0,0,2,0
indepedent,13.0,45759.0,6.0,8.0,3+,2.0,Relatively New,sector 25,house,2841.0,1,1,1,1,0,1,0
indepedent,1.4,8702.0,2.0,2.0,1,2.0,Old Property,sector 12,house,1496.0,0,0,0,0,0,2,0
indepedent,1.8,5950.0,5.0,5.0,3+,3.0,Moderately Old,ravi nagar basai road,house,3024.0,0,0,0,0,0,2,0
indepedent,0.7,3500.0,4.0,4.0,0,2.0,Moderately Old,begampur khatola,house,2000.0,0,0,0,0,0,2,0
indepedent,0.7,9722.0,4.0,3.0,2,3.0,Relatively New,dhankot,house,721.0,0,0,1,1,0,2,12
shivpuri,2.4,8889.0,10.0,5.0,3,2.0,Old Property,sector 7,house,2702.0,1,1,0,1,0,2,8
indepedent,3.35,27060.0,1.0,1.0,0,1.0,Old Property,sector 43,house,1238.0,0,0,0,0,0,2,9
indepedent,1.65,13750.0,1.0,1.0,0,1.0,Moderately Old,sector 41,house,1194.36,0,0,0,0,0,2,0
indepedent,0.6,6000.0,1.0,1.0,0,1.0,Old Property,sector 3,house,1000.68,0,0,0,0,0,2,0
indepedent,2.43,14890.0,4.0,4.0,2,3.0,Old Property,sector 7,house,1635.52,1,0,1,1,0,2,38
indepedent,3.5,9210.0,1.0,1.0,0,1.0,Old Property,sector 3,house,3798.28,0,0,0,0,0,2,0
indepedent,0.34,6800.0,1.0,1.0,0,1.0,Relatively New,sector 110,house,494.96,0,0,0,0,0,2,0
indepedent,0.75,10518.0,6.0,4.0,1,3.0,Moderately Old,sector 6,house,710.0,0,0,0,0,0,2,62
indepedent,0.55,7333.0,1.0,1.0,0,1.0,Old Property,sector 3,house,753.2,0,0,0,0,0,2,0
indepedent,0.7,8101.0,4.0,2.0,0,2.0,Old Property,sector 28,house,861.0,0,0,0,0,0,2,7
indepedent,6.25,6944.0,3.0,3.0,0,1.0,Moderately Old,sohna road,house,8998.0,0,0,0,0,0,2,0
indepedent,1.2,14184.0,4.0,4.0,2,2.0,Relatively New,sector 12,house,850.04,0,0,0,1,0,0,7
indepedent,0.49,4260.0,2.0,2.0,1,3.0,New Property,sohna road,house,1152.0,0,0,0,0,0,2,0
hans enclave,2.0,10582.0,10.0,10.0,3,3.0,Moderately Old,rajiv chowk,house,1893.76,0,0,0,0,0,2,0
indepedent,0.37,9390.0,1.0,1.0,0,3.0,Moderately Old,devi lal colony,house,398.0,0,0,0,0,0,2,0
indepedent,0.75,6938.0,3.0,1.0,0,1.0,New Property,sector 36,house,1076.0,0,0,0,0,0,2,0
indepedent,3.5,15555.0,10.0,1.0,0,1.0,New Property,sector 11,house,2248.84,0,0,0,0,0,2,0
indepedent,4.5,33457.0,5.0,5.0,3+,2.0,Old Property,sector 26,house,1345.0,0,0,0,0,0,2,7
indepedent,1.16,7539.0,1.0,1.0,0,1.0,Relatively New,sector 37d,house,1538.68,0,0,0,0,0,2,0
indepedent,0.9,10000.0,3.0,4.0,3,3.0,Moderately Old,sector 3,house,903.84,0,0,0,0,1,0,42
suncity avenue 76,0.75,10067.0,2.0,2.0,2,11.0,New Property,sector 76,house,742.44,0,0,0,0,0,2,40
indepedent,0.13,1649.0,1.0,1.0,0,0.0,Relatively New,alipur,house,788.0,0,0,0,0,0,2,0
sheetla enclave,0.96,10000.0,7.0,4.0,2,3.0,Moderately Old,sector 5,house,947.0,0,0,1,1,0,0,0
sneh vihar,1.35,10000.0,5.0,5.0,3+,4.0,Relatively New,sohna road,house,1345.0,0,0,0,0,0,2,0
not applicable,0.65,13000.0,2.0,1.0,1,3.0,Moderately Old,sector 4,house,495.0,0,0,0,0,0,2,7
indepedent,11.0,28879.0,8.0,11.0,3+,3.0,Old Property,sector 24,house,3809.04,1,1,0,1,1,0,39
adani brahma samsara,18.02,28194.0,9.0,12.0,3+,3.0,Relatively New,sector 60,house,6391.44,0,1,0,0,0,0,146
indepedent,0.66,7168.0,2.0,2.0,3,4.0,New Property,sector 36,house,817.76,0,0,0,0,0,2,0
indepedent,4.6,20444.0,1.0,1.0,0,1.0,Old Property,sector 14,house,2248.84,0,0,0,0,0,2,0
indepedent,1.9,3924.0,3.0,3.0,3+,3.0,Old Property,sector 43,house,4842.0,0,0,0,0,0,1,0
signature global city 63a,1.5,6289.0,3.0,3.0,2,1.0,New Property,sector 63,house,2388.72,0,0,0,0,0,2,0
indepedent,2.5,17857.0,5.0,4.0,3,1.0,Old Property,sector 11,house,1398.8,0,0,1,0,0,2,0
indepedent,0.7,7000.0,2.0,2.0,1,5.0,Moderately Old,daulatabad,house,509.0,0,0,0,0,0,2,0
rattan vihar rajendra park,0.85,14166.0,5.0,5.0,3+,4.0,New Property,dwarka expressway,house,603.0,0,0,0,0,0,2,0
suncity township,2.0,3442.0,9.0,9.0,3,11.0,Relatively New,sector 54,house,59.0,0,1,0,0,0,1,7
indepedent,0.7,7777.0,1.0,1.0,0,1.0,Moderately Old,sector 2,house,903.84,0,0,0,0,0,2,0
indepedent,0.8,10484.0,1.0,1.0,0,1.0,New Property,sector 69,house,763.96,0,0,0,0,0,2,0
indepedent,0.89,8127.0,1.0,1.0,0,1.0,Relatively New,sector 81,house,1097.52,0,0,0,0,0,2,0
indepedent,1.34,5000.0,1.0,1.0,0,1.0,Relatively New,sector 108,house,2679.24,0,0,0,0,0,2,0
indepedent,1.7,8000.0,5.0,5.0,3,3.0,Moderately Old,sector 12,house,2001.36,0,0,0,1,1,2,9
indepedent,0.34,7555.0,1.0,1.0,1,1.0,Moderately Old,sector 39,house,451.92,0,0,0,0,0,2,0
indepedent,9.9,49466.0,2.0,2.0,2,3.0,Moderately Old,sector 105,house,1800.0,0,0,0,0,0,2,0
indepedent,2.15,13030.0,1.0,1.0,0,1.0,Moderately Old,sector 43,house,1646.28,0,0,0,0,0,2,0
indepedent,0.45,8333.0,4.0,2.0,1,2.0,Relatively New,saraswati enclave,house,538.0,0,0,0,0,0,2,0
indepedent,0.58,10610.0,2.0,3.0,2,2.0,Relatively New,sec 3 bhim vihar part 1 bhimgarh kheri,house,1000.0,0,0,0,0,0,2,8
indepedent,1.7,18889.0,5.0,4.0,3+,3.0,Moderately Old,near euro,house,60.0,0,0,0,0,0,2,34
indepedent,0.46,7302.0,6.0,3.0,3,3.0,Moderately Old,west sector 13,house,635.0,0,0,0,0,0,2,0
indepedent,0.8,8155.0,5.0,4.0,1,2.0,Moderately Old,sector 3,house,979.0,0,0,0,0,0,2,0
indepedent,0.58,10591.0,2.0,3.0,2,2.0,Relatively New,bhimgarh kheri phase 3,house,900.0,0,0,0,0,0,2,8
indepedent,2.6,24074.0,4.0,4.0,3+,4.0,Relatively New,sector 24,house,1076.0,1,0,1,1,0,1,0
project mianwali colony,2.0,14815.0,5.0,5.0,2,3.0,Old Property,sector 12,house,1345.0,0,0,0,0,0,2,0
indepedent,2.25,9615.0,3.0,2.0,1,1.0,Old Property,acharya puri,house,245.0,0,1,0,1,0,2,8
nitin vihar,0.85,9444.0,3.0,2.0,0,1.0,Relatively New,sector 33,house,904.0,0,0,0,0,0,2,15
hans enclave,2.0,10101.0,11.0,10.0,3,3.0,Old Property,rajiv chowk,house,1890.0,0,0,1,1,0,2,22
sector 15 part 2 rwa,10.0,22222.0,5.0,5.0,2,2.0,Old Property,sector 15,house,4520.0,0,0,0,0,0,2,49
indepedent,3.5,32528.0,5.0,4.0,3,3.0,Old Property,sector 24,house,1076.0,0,0,0,0,0,2,15
indepedent,0.55,6813.0,2.0,1.0,1,1.0,Moderately Old,sector 4,house,807.0,0,0,0,0,0,2,0
indepedent,6.5,15046.0,3.0,2.0,3+,2.0,Old Property,sector 7,house,4316.0,0,0,0,0,0,2,9
indepedent,1.39,11583.0,2.0,2.0,1,3.0,Old Property,sector 28,house,1200.0,0,0,1,0,0,2,37
indepedent,0.7,6034.0,3.0,3.0,0,1.0,Relatively New,sector 12,house,1162.0,0,0,0,0,0,2,23
indepedent,0.59,10085.0,2.0,2.0,2,2.0,Moderately Old,sector 8,house,581.0,0,0,0,0,1,2,7
indepedent,4.0,17778.0,5.0,5.0,2,3.0,Relatively New,sector 53,house,2249.0,1,0,0,0,0,2,23
